Дата         | Страна               | Цена за баррель
24.02.2014   | Gabon                | 106.7
24.02.2014   | IR Iran              | 106.7
24.02.2014   | Iraq                 | 106.7
24.02.2014   | Kuwait               | 106.7
24.02.2014   | Libya                | 106.7
24.02.2014   | Nigeria              | 106.7
24.02.2014   | United Arab Emirates | 106.7
24.02.2014   | Venezuela            | 106.7
24.02.2015   | Algeria              | 53.54
24.02.2015   | Angola               | 53.54
24.02.2015   | Congo                | 53.54
24.02.2015   | Equatorial Guinea    | 53.54
24.02.2015   | Gabon                | 53.54
24.02.2015   | IR Iran              | 53.54
24.02.2015   | Iraq                 | 53.54
24.02.2015   | Kuwait               | 53.54
24.02.2015   | Libya                | 53.54
24.02.2015   | Nigeria              | 53.54
24.02.2015   | United Arab Emirates | 53.54
24.02.2015   | Venezuela            | 53.54
24.02.2016   | Algeria              | 28.3
24.02.2016   | Angola               | 28.3
24.02.2016   | Congo                | 28.3
24.02.2016   | Equatorial Guinea    | 28.3
24.02.2016   | Gabon                | 28.3
24.02.2016   | IR Iran              | 28.3
24.02.2016   | Iraq                 | 28.3
24.02.2016   | Kuwait               | 28.3
24.02.2016   | Libya                | 28.3
24.02.2016   | Nigeria              | 28.3
24.02.2016   | United Arab Emirates | 28.3
24.02.2016   | Venezuela            | 28.3
24.02.2017   | Algeria              | 53.61
24.02.2017   | Angola               | 53.61
24.02.2017   | Congo                | 53.61
24.02.2017   | Equatorial Guinea    | 53.61
24.02.2017   | Gabon                | 53.61
24.02.2017   | IR Iran              | 53.61
24.02.2017   | Iraq                 | 53.61
24.02.2017   | Kuwait               | 53.61
24.02.2017   | Libya                | 53.61
24.02.2017   | Nigeria              | 53.61
24.02.2017   | United Arab Emirates | 53.61
24.02.2017   | Venezuela            | 53.61
24.02.2020   | Algeria              | 56.14
24.02.2020   | Angola               | 56.14
24.02.2020   | Congo                | 56.14
24.02.2020   | Equatorial Guinea    | 56.14
24.02.2020   | Gabon                | 56.14
24.02.2020   | IR Iran              | 56.14
24.02.2020   | Iraq                 | 56.14
24.02.2020   | Kuwait               | 56.14
24.02.2020   | Libya                | 56.14
24.02.2020   | Nigeria              | 56.14
24.02.2020   | United Arab Emirates | 56.14
24.02.2020   | Venezuela            | 56.14
24.02.2021   | Algeria              | 64.0
24.02.2021   | Angola               | 64.0
24.02.2021   | Congo                | 64.0
24.02.2021   | Equatorial Guinea    | 64.0
24.02.2021   | Gabon                | 64.0
24.02.2021   | IR Iran              | 64.0
24.02.2021   | Iraq                 | 64.0
24.02.2021   | Kuwait               | 64.0
24.02.2021   | Libya                | 64.0
24.02.2021   | Nigeria              | 64.0
24.02.2021   | United Arab Emirates | 64.0
24.02.2021   | Venezuela            | 64.0
24.02.2022   | Algeria              | 100.95
24.02.2022   | Angola               | 100.95
24.02.2022   | Congo                | 100.95
24.02.2022   | Equatorial Guinea    | 100.95
24.02.2022   | Gabon                | 100.95
24.02.2022   | IR Iran              | 100.95
24.02.2022   | Iraq                 | 100.95
24.02.2022   | Kuwait               | 100.95
24.02.2022   | Libya                | 100.95
24.02.2022   | Nigeria              | 100.95
24.02.2022   | United Arab Emirates | 100.95
24.02.2022   | Venezuela            | 100.95
24.03.2006   | Algeria              | 58.05
24.03.2006   | Angola               | 58.05
24.03.2006   | Congo                | 58.05
24.03.2006   | Equatorial Guinea    | 58.05
24.03.2006   | Gabon                | 58.05
24.03.2006   | IR Iran              | 58.05
24.03.2006   | Iraq                 | 58.05
24.03.2006   | Kuwait               | 58.05
24.03.2006   | Libya                | 58.05
24.03.2006   | Nigeria              | 58.05
24.03.2006   | United Arab Emirates | 58.05
24.03.2006   | Venezuela            | 58.05
24.03.2008   | Algeria              | 96.15
24.03.2008   | Angola               | 96.15
24.03.2008   | Congo                | 96.15
24.03.2008   | Equatorial Guinea    | 96.15
24.03.2008   | Gabon                | 96.15
24.03.2008   | IR Iran              | 96.15
24.03.2008   | Iraq                 | 96.15
24.03.2008   | Kuwait               | 96.15
24.03.2008   | Libya                | 96.15
24.03.2008   | Nigeria              | 96.15
24.03.2008   | United Arab Emirates | 96.15
24.03.2008   | Venezuela            | 96.15
24.03.2009   | Algeria              | 50.44
24.03.2009   | Angola               | 50.44
24.03.2009   | Congo                | 50.44
24.03.2009   | Equatorial Guinea    | 50.44
24.03.2009   | Gabon                | 50.44
24.03.2009   | IR Iran              | 50.44
24.03.2009   | Iraq                 | 50.44
24.03.2009   | Kuwait               | 50.44
24.03.2009   | Libya                | 50.44
24.03.2009   | Nigeria              | 50.44
24.03.2009   | United Arab Emirates | 50.44
24.03.2009   | Venezuela            | 50.44
24.03.2010   | Algeria              | 76.9
24.03.2010   | Angola               | 76.9
24.03.2010   | Congo                | 76.9
24.03.2010   | Equatorial Guinea    | 76.9
24.03.2010   | Gabon                | 76.9
24.03.2010   | IR Iran              | 76.9
24.03.2010   | Iraq                 | 76.9
24.03.2010   | Kuwait               | 76.9
24.03.2010   | Libya                | 76.9
24.03.2010   | Nigeria              | 76.9
24.03.2010   | United Arab Emirates | 76.9
24.03.2010   | Venezuela            | 76.9
24.03.2011   | Algeria              | 110.81
24.03.2011   | Angola               | 110.81
24.03.2011   | Congo                | 110.81
24.03.2011   | Equatorial Guinea    | 110.81
24.03.2011   | Gabon                | 110.81
24.03.2011   | IR Iran              | 110.81
24.03.2011   | Iraq                 | 110.81
24.03.2011   | Kuwait               | 110.81
24.03.2011   | Libya                | 110.81
24.03.2011   | Nigeria              | 110.81
24.03.2011   | United Arab Emirates | 110.81
24.03.2011   | Venezuela            | 110.81
24.03.2014   | Algeria              | 103.13
24.03.2014   | Angola               | 103.13
24.03.2014   | Congo                | 103.13
24.03.2014   | Equatorial Guinea    | 103.13
24.03.2014   | Gabon                | 103.13
24.03.2014   | IR Iran              | 103.13
24.03.2014   | Iraq                 | 103.13
24.03.2014   | Kuwait               | 103.13
24.03.2014   | Libya                | 103.13
24.03.2014   | Nigeria              | 103.13
24.03.2014   | United Arab Emirates | 103.13
24.03.2014   | Venezuela            | 103.13
24.03.2015   | Algeria              | 50.92
24.03.2015   | Angola               | 50.92
24.03.2015   | Congo                | 50.92
24.03.2015   | Equatorial Guinea    | 50.92
24.03.2015   | Gabon                | 50.92
24.03.2015   | IR Iran              | 50.92
24.03.2015   | Iraq                 | 50.92
24.03.2015   | Kuwait               | 50.92
24.03.2015   | Libya                | 50.92
24.03.2015   | Nigeria              | 50.92
24.03.2015   | United Arab Emirates | 50.92
24.03.2015   | Venezuela            | 50.92
24.03.2016   | Algeria              | 34.96
24.03.2016   | Angola               | 34.96
24.03.2016   | Congo                | 34.96
24.03.2016   | Equatorial Guinea    | 34.96
24.03.2016   | Gabon                | 34.96
24.03.2016   | IR Iran              | 34.96
24.03.2016   | Iraq                 | 34.96
24.03.2016   | Kuwait               | 34.96
24.03.2016   | Libya                | 34.96
24.03.2016   | Nigeria              | 34.96
24.03.2016   | United Arab Emirates | 34.96
24.03.2016   | Venezuela            | 34.96
24.03.2017   | Algeria              | 48.26
24.03.2017   | Angola               | 48.26
24.03.2017   | Congo                | 48.26
24.03.2017   | Equatorial Guinea    | 48.26
24.03.2017   | Gabon                | 48.26
24.03.2017   | IR Iran              | 48.26
24.03.2017   | Iraq                 | 48.26
24.03.2017   | Kuwait               | 48.26
24.03.2017   | Libya                | 48.26
24.03.2017   | Nigeria              | 48.26
24.03.2017   | United Arab Emirates | 48.26
24.03.2017   | Venezuela            | 48.26
24.03.2020   | Algeria              | 26.53
24.03.2020   | Angola               | 26.53
24.03.2020   | Congo                | 26.53
24.03.2020   | Equatorial Guinea    | 26.53
24.03.2020   | Gabon                | 26.53
24.03.2020   | IR Iran              | 26.53
24.03.2020   | Iraq                 | 26.53
24.03.2020   | Kuwait               | 26.53
24.03.2020   | Libya                | 26.53
24.03.2020   | Nigeria              | 26.53
24.03.2020   | United Arab Emirates | 26.53
24.03.2020   | Venezuela            | 26.53
24.03.2021   | Algeria              | 61.61
24.03.2021   | Angola               | 61.61
24.03.2021   | Congo                | 61.61
24.03.2021   | Equatorial Guinea    | 61.61
24.03.2021   | Gabon                | 61.61
24.03.2021   | IR Iran              | 61.61
24.03.2021   | Iraq                 | 61.61
24.03.2021   | Kuwait               | 61.61
24.03.2021   | Libya                | 61.61
24.03.2021   | Nigeria              | 61.61
24.03.2021   | United Arab Emirates | 61.61
24.03.2021   | Venezuela            | 61.61
24.03.2022   | Algeria              | 118.72
24.03.2022   | Angola               | 118.72
24.03.2022   | Congo                | 118.72
24.03.2022   | Equatorial Guinea    | 118.72
24.03.2022   | Gabon                | 118.72
24.03.2022   | IR Iran              | 118.72
24.03.2022   | Iraq                 | 118.72
24.03.2022   | Kuwait               | 118.72
24.03.2022   | Libya                | 118.72
24.03.2022   | Nigeria              | 118.72
24.03.2022   | United Arab Emirates | 118.72
24.03.2022   | Venezuela            | 118.72
24.04.2006   | Algeria              | 67.37
24.04.2006   | Angola               | 67.37
24.04.2006   | Congo                | 67.37
24.04.2006   | Equatorial Guinea    | 67.37
24.04.2006   | Gabon                | 67.37
24.04.2006   | IR Iran              | 67.37
24.04.2006   | Iraq                 | 67.37
24.04.2006   | Kuwait               | 67.37
24.04.2006   | Libya                | 67.37
24.04.2006   | Nigeria              | 67.37
24.04.2006   | United Arab Emirates | 67.37
24.04.2006   | Venezuela            | 67.37
24.04.2007   | Algeria              | 63.94
24.04.2007   | Angola               | 63.94
24.04.2007   | Congo                | 63.94
24.04.2007   | Equatorial Guinea    | 63.94
24.04.2007   | Gabon                | 63.94
24.04.2007   | IR Iran              | 63.94
24.04.2007   | Iraq                 | 63.94
24.04.2007   | Kuwait               | 63.94
24.04.2007   | Libya                | 63.94
24.04.2007   | Nigeria              | 63.94
24.04.2007   | United Arab Emirates | 63.94
24.04.2007   | Venezuela            | 63.94
24.04.2008   | Algeria              | 110.63
24.04.2008   | Angola               | 110.63
24.04.2008   | Congo                | 110.63
24.04.2008   | Equatorial Guinea    | 110.63
24.04.2008   | Gabon                | 110.63
24.04.2008   | IR Iran              | 110.63
24.04.2008   | Iraq                 | 110.63
24.04.2008   | Kuwait               | 110.63
24.04.2008   | Libya                | 110.63
24.04.2008   | Nigeria              | 110.63
24.04.2008   | United Arab Emirates | 110.63
24.04.2008   | Venezuela            | 110.63
24.04.2009   | Algeria              | 49.97
24.04.2009   | Angola               | 49.97
24.04.2009   | Congo                | 49.97
24.04.2009   | Equatorial Guinea    | 49.97
24.04.2009   | Gabon                | 49.97
24.04.2009   | IR Iran              | 49.97
24.04.2009   | Iraq                 | 49.97
24.04.2009   | Kuwait               | 49.97
24.04.2009   | Libya                | 49.97
24.04.2009   | Nigeria              | 49.97
24.04.2009   | United Arab Emirates | 49.97
24.04.2009   | Venezuela            | 49.97
24.04.2012   | Algeria              | 115.8
24.04.2012   | Angola               | 115.8
24.04.2012   | Congo                | 115.8
24.04.2012   | Equatorial Guinea    | 115.8
24.04.2012   | Gabon                | 115.8
24.04.2012   | IR Iran              | 115.8
24.04.2012   | Iraq                 | 115.8
24.04.2012   | Kuwait               | 115.8
24.04.2012   | Libya                | 115.8
24.04.2012   | Nigeria              | 115.8
24.04.2012   | United Arab Emirates | 115.8
24.04.2012   | Venezuela            | 115.8
24.04.2013   | Algeria              | 98.96
24.04.2013   | Angola               | 98.96
24.04.2013   | Congo                | 98.96
24.04.2013   | Equatorial Guinea    | 98.96
24.04.2013   | Gabon                | 98.96
24.04.2013   | IR Iran              | 98.96
24.04.2013   | Iraq                 | 98.96
24.04.2013   | Kuwait               | 98.96
24.04.2013   | Libya                | 98.96
24.04.2013   | Nigeria              | 98.96
24.04.2013   | United Arab Emirates | 98.96
24.04.2013   | Venezuela            | 98.96
24.04.2014   | Algeria              | 105.2
24.04.2014   | Angola               | 105.2
24.04.2014   | Congo                | 105.2
24.04.2014   | Equatorial Guinea    | 105.2
24.04.2014   | Gabon                | 105.2
24.04.2014   | IR Iran              | 105.2
24.04.2014   | Iraq                 | 105.2
24.04.2014   | Kuwait               | 105.2
24.04.2014   | Libya                | 105.2
24.04.2014   | Nigeria              | 105.2
24.04.2014   | United Arab Emirates | 105.2
24.04.2014   | Venezuela            | 105.2
24.04.2015   | Algeria              | 60.95
24.04.2015   | Angola               | 60.95
24.04.2015   | Congo                | 60.95
24.04.2015   | Equatorial Guinea    | 60.95
24.04.2015   | Gabon                | 60.95
24.04.2015   | IR Iran              | 60.95
24.04.2015   | Iraq                 | 60.95
24.04.2015   | Kuwait               | 60.95
24.04.2015   | Libya                | 60.95
24.04.2015   | Nigeria              | 60.95
24.04.2015   | United Arab Emirates | 60.95
24.04.2015   | Venezuela            | 60.95
24.04.2017   | Algeria              | 49.66
24.04.2017   | Angola               | 49.66
24.04.2017   | Congo                | 49.66
24.04.2017   | Equatorial Guinea    | 49.66
24.04.2017   | Gabon                | 49.66
24.04.2017   | IR Iran              | 49.66
24.04.2017   | Iraq                 | 49.66
24.04.2017   | Kuwait               | 49.66
24.04.2017   | Libya                | 49.66
24.04.2017   | Nigeria              | 49.66
24.04.2017   | United Arab Emirates | 49.66
24.04.2017   | Venezuela            | 49.66
24.04.2018   | Algeria              | 71.35
24.04.2018   | Angola               | 71.35
24.04.2018   | Congo                | 71.35
24.04.2018   | Equatorial Guinea    | 71.35
24.04.2018   | Gabon                | 71.35
24.04.2018   | IR Iran              | 71.35
24.04.2018   | Iraq                 | 71.35
24.04.2018   | Kuwait               | 71.35
24.04.2018   | Libya                | 71.35
24.04.2018   | Nigeria              | 71.35
24.04.2018   | United Arab Emirates | 71.35
24.04.2018   | Venezuela            | 71.35
24.04.2019   | Algeria              | 73.43
24.04.2019   | Angola               | 73.43
24.04.2019   | Congo                | 73.43
24.04.2019   | Equatorial Guinea    | 73.43
24.04.2019   | Gabon                | 73.43
24.04.2019   | IR Iran              | 73.43
24.04.2019   | Iraq                 | 73.43
24.04.2019   | Kuwait               | 73.43
24.04.2019   | Libya                | 73.43
24.04.2019   | Nigeria              | 73.43
24.04.2019   | United Arab Emirates | 73.43
24.04.2019   | Venezuela            | 73.43
24.04.2020   | Algeria              | 14.31
24.04.2020   | Angola               | 14.31
24.04.2020   | Congo                | 14.31
24.04.2020   | Equatorial Guinea    | 14.31
24.04.2020   | Gabon                | 14.31
24.04.2020   | IR Iran              | 14.31
24.04.2020   | Iraq                 | 14.31
24.04.2020   | Kuwait               | 14.31
24.04.2020   | Libya                | 14.31
24.04.2020   | Nigeria              | 14.31
24.04.2020   | United Arab Emirates | 14.31
24.04.2020   | Venezuela            | 14.31
24.05.2006   | Algeria              | 64.48
24.05.2006   | Angola               | 64.48
24.05.2006   | Congo                | 64.48
24.05.2006   | Equatorial Guinea    | 64.48
24.05.2006   | Gabon                | 64.48
24.05.2006   | IR Iran              | 64.48
24.05.2006   | Iraq                 | 64.48
24.05.2006   | Kuwait               | 64.48
24.05.2006   | Libya                | 64.48
24.05.2006   | Nigeria              | 64.48
24.05.2006   | United Arab Emirates | 64.48
24.05.2006   | Venezuela            | 64.48
24.05.2007   | Algeria              | 66.93
24.05.2007   | Angola               | 66.93
24.05.2007   | Congo                | 66.93
24.05.2007   | Equatorial Guinea    | 66.93
24.05.2007   | Gabon                | 66.93
24.05.2007   | IR Iran              | 66.93
24.05.2007   | Iraq                 | 66.93
24.05.2007   | Kuwait               | 66.93
24.05.2007   | Libya                | 66.93
24.05.2007   | Nigeria              | 66.93
24.05.2007   | United Arab Emirates | 66.93
24.05.2007   | Venezuela            | 66.93
24.05.2010   | Algeria              | 68.59
24.05.2010   | Angola               | 68.59
24.05.2010   | Congo                | 68.59
24.05.2010   | Equatorial Guinea    | 68.59
24.05.2010   | Gabon                | 68.59
24.05.2010   | IR Iran              | 68.59
24.05.2010   | Iraq                 | 68.59
24.05.2010   | Kuwait               | 68.59
24.05.2010   | Libya                | 68.59
24.05.2010   | Nigeria              | 68.59
24.05.2010   | United Arab Emirates | 68.59
24.05.2010   | Venezuela            | 68.59
24.05.2011   | Algeria              | 107.3
24.05.2011   | Angola               | 107.3
24.05.2011   | Congo                | 107.3
24.05.2011   | Equatorial Guinea    | 107.3
24.05.2011   | Gabon                | 107.3
24.05.2011   | IR Iran              | 107.3
24.05.2011   | Iraq                 | 107.3
24.05.2011   | Kuwait               | 107.3
24.05.2011   | Libya                | 107.3
24.05.2011   | Nigeria              | 107.3
24.05.2011   | United Arab Emirates | 107.3
24.05.2011   | Venezuela            | 107.3
24.05.2012   | Algeria              | 103.49
24.05.2012   | Angola               | 103.49
24.05.2012   | Congo                | 103.49
24.05.2012   | Equatorial Guinea    | 103.49
24.05.2012   | Gabon                | 103.49
24.05.2012   | IR Iran              | 103.49
24.05.2012   | Iraq                 | 103.49
24.05.2012   | Kuwait               | 103.49
24.05.2012   | Libya                | 103.49
24.05.2012   | Nigeria              | 103.49
24.05.2012   | United Arab Emirates | 103.49
24.05.2012   | Venezuela            | 103.49
24.05.2013   | Algeria              | 99.15
24.05.2013   | Angola               | 99.15
24.05.2013   | Congo                | 99.15
24.05.2013   | Equatorial Guinea    | 99.15
24.05.2013   | Gabon                | 99.15
24.05.2013   | IR Iran              | 99.15
24.05.2013   | Iraq                 | 99.15
24.05.2013   | Kuwait               | 99.15
24.05.2013   | Libya                | 99.15
24.05.2013   | Nigeria              | 99.15
24.05.2013   | United Arab Emirates | 99.15
24.05.2013   | Venezuela            | 99.15
24.05.2016   | Algeria              | 44.02
24.05.2016   | Angola               | 44.02
24.05.2016   | Congo                | 44.02
24.05.2016   | Equatorial Guinea    | 44.02
24.05.2016   | Gabon                | 44.02
24.05.2016   | IR Iran              | 44.02
24.05.2016   | Iraq                 | 44.02
24.05.2016   | Kuwait               | 44.02
24.05.2016   | Libya                | 44.02
24.05.2016   | Nigeria              | 44.02
24.05.2016   | United Arab Emirates | 44.02
24.05.2016   | Venezuela            | 44.02
24.05.2017   | Algeria              | 51.96
24.05.2017   | Angola               | 51.96
24.05.2017   | Congo                | 51.96
24.05.2017   | Equatorial Guinea    | 51.96
24.05.2017   | Gabon                | 51.96
24.05.2017   | IR Iran              | 51.96
24.05.2017   | Iraq                 | 51.96
24.05.2017   | Kuwait               | 51.96
24.05.2017   | Libya                | 51.96
24.05.2017   | Nigeria              | 51.96
24.05.2017   | United Arab Emirates | 51.96
24.05.2017   | Venezuela            | 51.96
24.05.2018   | Algeria              | 76.62
24.05.2018   | Angola               | 76.62
24.05.2018   | Congo                | 76.62
24.05.2018   | Equatorial Guinea    | 76.62
24.05.2018   | Gabon                | 76.62
24.05.2018   | IR Iran              | 76.62
24.05.2018   | Iraq                 | 76.62
24.05.2018   | Kuwait               | 76.62
24.05.2018   | Libya                | 76.62
24.05.2018   | Nigeria              | 76.62
24.05.2018   | United Arab Emirates | 76.62
24.05.2018   | Venezuela            | 76.62
24.05.2019   | Algeria              | 67.4
24.05.2019   | Angola               | 67.4
24.05.2019   | Congo                | 67.4
24.05.2019   | Equatorial Guinea    | 67.4
24.05.2019   | Gabon                | 67.4
24.05.2019   | IR Iran              | 67.4
24.05.2019   | Iraq                 | 67.4
24.05.2019   | Kuwait               | 67.4
24.05.2019   | Libya                | 67.4
24.05.2019   | Nigeria              | 67.4
24.05.2019   | United Arab Emirates | 67.4
24.05.2019   | Venezuela            | 67.4
24.05.2021   | Algeria              | 66.93
24.05.2021   | Angola               | 66.93
24.05.2021   | Congo                | 66.93
24.05.2021   | Equatorial Guinea    | 66.93
24.05.2021   | Gabon                | 66.93
24.05.2021   | IR Iran              | 66.93
24.05.2021   | Iraq                 | 66.93
24.05.2021   | Kuwait               | 66.93
24.05.2021   | Libya                | 66.93
24.05.2021   | Nigeria              | 66.93
24.05.2021   | United Arab Emirates | 66.93
24.05.2021   | Venezuela            | 66.93
24.05.2022   | Algeria              | 114.96
24.05.2022   | Angola               | 114.96
24.05.2022   | Congo                | 114.96
24.05.2022   | Equatorial Guinea    | 114.96
24.05.2022   | Gabon                | 114.96
24.05.2022   | IR Iran              | 114.96
24.05.2022   | Iraq                 | 114.96
24.05.2022   | Kuwait               | 114.96
24.05.2022   | Libya                | 114.96
24.05.2022   | Nigeria              | 114.96
24.05.2022   | United Arab Emirates | 114.96
24.05.2022   | Venezuela            | 114.96
24.06.2008   | Algeria              | 131.34
24.06.2008   | Angola               | 131.34
24.06.2008   | Congo                | 131.34
24.06.2008   | Equatorial Guinea    | 131.34
24.06.2008   | Gabon                | 131.34
24.06.2008   | IR Iran              | 131.34
24.06.2008   | Iraq                 | 131.34
24.06.2008   | Kuwait               | 131.34
24.06.2008   | Libya                | 131.34
24.06.2008   | Nigeria              | 131.34
24.06.2008   | United Arab Emirates | 131.34
24.06.2008   | Venezuela            | 131.34
24.06.2009   | Algeria              | 67.74
24.06.2009   | Angola               | 67.74
24.06.2009   | Congo                | 67.74
24.06.2009   | Equatorial Guinea    | 67.74
24.06.2009   | Gabon                | 67.74
24.06.2009   | IR Iran              | 67.74
24.06.2009   | Iraq                 | 67.74
24.06.2009   | Kuwait               | 67.74
24.06.2009   | Libya                | 67.74
24.06.2009   | Nigeria              | 67.74
24.06.2009   | United Arab Emirates | 67.74
24.06.2009   | Venezuela            | 67.74
24.06.2010   | Algeria              | 72.9
24.06.2010   | Angola               | 72.9
24.06.2010   | Congo                | 72.9
24.06.2010   | Equatorial Guinea    | 72.9
24.06.2010   | Gabon                | 72.9
24.06.2010   | IR Iran              | 72.9
24.06.2010   | Iraq                 | 72.9
24.06.2010   | Kuwait               | 72.9
24.06.2010   | Libya                | 72.9
24.06.2010   | Nigeria              | 72.9
24.06.2010   | United Arab Emirates | 72.9
24.06.2010   | Venezuela            | 72.9
24.06.2011   | Algeria              | 102.91
24.06.2011   | Angola               | 102.91
24.06.2011   | Congo                | 102.91
24.06.2011   | Equatorial Guinea    | 102.91
24.06.2011   | Gabon                | 102.91
24.06.2011   | IR Iran              | 102.91
24.06.2011   | Iraq                 | 102.91
24.06.2011   | Kuwait               | 102.91
24.06.2011   | Libya                | 102.91
24.06.2011   | Nigeria              | 102.91
24.06.2011   | United Arab Emirates | 102.91
24.06.2011   | Venezuela            | 102.91
24.06.2013   | Algeria              | 98.33
24.06.2013   | Angola               | 98.33
24.06.2013   | Congo                | 98.33
24.06.2013   | Equatorial Guinea    | 98.33
24.06.2013   | Gabon                | 98.33
24.06.2013   | IR Iran              | 98.33
24.06.2013   | Iraq                 | 98.33
24.06.2013   | Kuwait               | 98.33
24.06.2013   | Libya                | 98.33
24.06.2013   | Nigeria              | 98.33
24.06.2013   | United Arab Emirates | 98.33
24.06.2013   | Venezuela            | 98.33
24.06.2014   | Algeria              | 109.62
24.06.2014   | Angola               | 109.62
24.06.2014   | Congo                | 109.62
24.06.2014   | Equatorial Guinea    | 109.62
24.06.2014   | Gabon                | 109.62
24.06.2014   | IR Iran              | 109.62
24.06.2014   | Iraq                 | 109.62
24.06.2014   | Kuwait               | 109.62
24.06.2014   | Libya                | 109.62
24.06.2014   | Nigeria              | 109.62
24.06.2014   | United Arab Emirates | 109.62
24.06.2014   | Venezuela            | 109.62
24.06.2015   | Algeria              | 60.68
24.06.2015   | Angola               | 60.68
24.06.2015   | Congo                | 60.68
24.06.2015   | Equatorial Guinea    | 60.68
24.06.2015   | Gabon                | 60.68
24.06.2015   | IR Iran              | 60.68
24.06.2015   | Iraq                 | 60.68
24.06.2015   | Kuwait               | 60.68
24.06.2015   | Libya                | 60.68
24.06.2015   | Nigeria              | 60.68
24.06.2015   | United Arab Emirates | 60.68
24.06.2015   | Venezuela            | 60.68
24.06.2016   | Algeria              | 44.88
24.06.2016   | Angola               | 44.88
24.06.2016   | Congo                | 44.88
24.06.2016   | Equatorial Guinea    | 44.88
24.06.2016   | Gabon                | 44.88
24.06.2016   | IR Iran              | 44.88
24.06.2016   | Iraq                 | 44.88
24.06.2016   | Kuwait               | 44.88
24.06.2016   | Libya                | 44.88
24.06.2016   | Nigeria              | 44.88
24.06.2016   | United Arab Emirates | 44.88
24.06.2016   | Venezuela            | 44.88
24.06.2019   | Algeria              | 65.05
24.06.2019   | Angola               | 65.05
24.06.2019   | Congo                | 65.05
24.06.2019   | Equatorial Guinea    | 65.05
24.06.2019   | Gabon                | 65.05
24.06.2019   | IR Iran              | 65.05
24.06.2019   | Iraq                 | 65.05
24.06.2019   | Kuwait               | 65.05
24.06.2019   | Libya                | 65.05
24.06.2019   | Nigeria              | 65.05
24.06.2019   | United Arab Emirates | 65.05
24.06.2019   | Venezuela            | 65.05
24.06.2020   | Algeria              | 38.17
24.06.2020   | Angola               | 38.17
24.06.2020   | Congo                | 38.17
24.06.2020   | Equatorial Guinea    | 38.17
24.06.2020   | Gabon                | 38.17
24.06.2020   | IR Iran              | 38.17
24.06.2020   | Iraq                 | 38.17
24.06.2020   | Kuwait               | 38.17
24.06.2020   | Libya                | 38.17
24.06.2020   | Nigeria              | 38.17
24.06.2020   | United Arab Emirates | 38.17
24.06.2020   | Venezuela            | 38.17
24.06.2021   | Algeria              | 74.09
24.06.2021   | Angola               | 74.09
24.06.2021   | Congo                | 74.09
24.06.2021   | Equatorial Guinea    | 74.09
24.06.2021   | Gabon                | 74.09
24.06.2021   | IR Iran              | 74.09
24.06.2021   | Iraq                 | 74.09
24.06.2021   | Kuwait               | 74.09
24.06.2021   | Libya                | 74.09
24.06.2021   | Nigeria              | 74.09
24.06.2021   | United Arab Emirates | 74.09
24.06.2021   | Venezuela            | 74.09
24.06.2022   | Algeria              | 112.35
24.06.2022   | Angola               | 112.35
24.06.2022   | Congo                | 112.35
24.06.2022   | Equatorial Guinea    | 112.35
24.06.2022   | Gabon                | 112.35
24.06.2022   | IR Iran              | 112.35
24.06.2022   | Iraq                 | 112.35
24.06.2022   | Kuwait               | 112.35
24.06.2022   | Libya                | 112.35
24.06.2022   | Nigeria              | 112.35
24.06.2022   | United Arab Emirates | 112.35
24.06.2022   | Venezuela            | 112.35
24.07.2006   | Algeria              | 67.99
24.07.2006   | Angola               | 67.99
24.07.2006   | Congo                | 67.99
24.07.2006   | Equatorial Guinea    | 67.99
24.07.2006   | Gabon                | 67.99
24.07.2006   | IR Iran              | 67.99
24.07.2006   | Iraq                 | 67.99
24.07.2006   | Kuwait               | 67.99
24.07.2006   | Libya                | 67.99
24.07.2006   | Nigeria              | 67.99
24.07.2006   | United Arab Emirates | 67.99
24.07.2006   | Venezuela            | 67.99
24.07.2007   | Algeria              | 72.02
24.07.2007   | Angola               | 72.02
24.07.2007   | Congo                | 72.02
24.07.2007   | Equatorial Guinea    | 72.02
24.07.2007   | Gabon                | 72.02
24.07.2007   | IR Iran              | 72.02
24.07.2007   | Iraq                 | 72.02
24.07.2007   | Kuwait               | 72.02
24.07.2007   | Libya                | 72.02
24.07.2007   | Nigeria              | 72.02
24.07.2007   | United Arab Emirates | 72.02
24.07.2007   | Venezuela            | 72.02
24.07.2008   | Algeria              | 122.42
24.07.2008   | Angola               | 122.42
24.07.2008   | Congo                | 122.42
24.07.2008   | Equatorial Guinea    | 122.42
24.07.2008   | Gabon                | 122.42
24.07.2008   | IR Iran              | 122.42
24.07.2008   | Iraq                 | 122.42
24.07.2008   | Kuwait               | 122.42
24.07.2008   | Libya                | 122.42
24.07.2008   | Nigeria              | 122.42
24.07.2008   | United Arab Emirates | 122.42
24.07.2008   | Venezuela            | 122.42
24.07.2009   | Algeria              | 67.8
24.07.2009   | Angola               | 67.8
24.07.2009   | Congo                | 67.8
24.07.2009   | Equatorial Guinea    | 67.8
24.07.2009   | Gabon                | 67.8
24.07.2009   | IR Iran              | 67.8
24.07.2009   | Iraq                 | 67.8
24.07.2009   | Kuwait               | 67.8
24.07.2009   | Libya                | 67.8
24.07.2009   | Nigeria              | 67.8
24.07.2009   | United Arab Emirates | 67.8
24.07.2009   | Venezuela            | 67.8
24.07.2012   | Algeria              | 100.51
