Дата         | Страна               | Курс доллара
01.06.2017   | Congo                | 56.9705
01.06.2017   | Equatorial Guinea    | 56.9705
01.06.2017   | Gabon                | 56.9705
01.06.2017   | IR Iran              | 56.9705
01.06.2017   | Iraq                 | 56.9705
01.06.2017   | Kuwait               | 56.9705
01.06.2017   | Libya                | 56.9705
01.06.2017   | Nigeria              | 56.9705
01.06.2017   | United Arab Emirates | 56.9705
01.06.2017   | Venezuela            | 56.9705
01.06.2018   | Algeria              | 63.1154
01.06.2018   | Angola               | 63.1154
01.06.2018   | Congo                | 63.1154
01.06.2018   | Equatorial Guinea    | 63.1154
01.06.2018   | Gabon                | 63.1154
01.06.2018   | IR Iran              | 63.1154
01.06.2018   | Iraq                 | 63.1154
01.06.2018   | Kuwait               | 63.1154
01.06.2018   | Libya                | 63.1154
01.06.2018   | Nigeria              | 63.1154
01.06.2018   | United Arab Emirates | 63.1154
01.06.2018   | Venezuela            | 63.1154
01.06.2020   | Algeria              | 73.4875
01.06.2020   | Angola               | 73.4875
01.06.2020   | Congo                | 73.4875
01.06.2020   | Equatorial Guinea    | 73.4875
01.06.2020   | Gabon                | 73.4875
01.06.2020   | IR Iran              | 73.4875
01.06.2020   | Iraq                 | 73.4875
01.06.2020   | Kuwait               | 73.4875
01.06.2020   | Libya                | 73.4875
01.06.2020   | Nigeria              | 73.4875
01.06.2020   | United Arab Emirates | 73.4875
01.06.2020   | Venezuela            | 73.4875
01.06.2021   | Algeria              | 73.47
01.06.2021   | Angola               | 73.47
01.06.2021   | Congo                | 73.47
01.06.2021   | Equatorial Guinea    | 73.47
01.06.2021   | Gabon                | 73.47
01.06.2021   | IR Iran              | 73.47
01.06.2021   | Iraq                 | 73.47
01.06.2021   | Kuwait               | 73.47
01.06.2021   | Libya                | 73.47
01.06.2021   | Nigeria              | 73.47
01.06.2021   | United Arab Emirates | 73.47
01.06.2021   | Venezuela            | 73.47
01.06.2022   | Algeria              | 61.5
01.06.2022   | Angola               | 61.5
01.06.2022   | Congo                | 61.5
01.06.2022   | Equatorial Guinea    | 61.5
01.06.2022   | Gabon                | 61.5
01.06.2022   | IR Iran              | 61.5
01.06.2022   | Iraq                 | 61.5
01.06.2022   | Kuwait               | 61.5
01.06.2022   | Libya                | 61.5
01.06.2022   | Nigeria              | 61.5
01.06.2022   | United Arab Emirates | 61.5
01.06.2022   | Venezuela            | 61.5
01.07.2008   | Algeria              | 23.564
01.07.2008   | Angola               | 23.564
01.07.2008   | Congo                | 23.564
01.07.2008   | Equatorial Guinea    | 23.564
01.07.2008   | Gabon                | 23.564
01.07.2008   | IR Iran              | 23.564
01.07.2008   | Iraq                 | 23.564
01.07.2008   | Kuwait               | 23.564
01.07.2008   | Libya                | 23.564
01.07.2008   | Nigeria              | 23.564
01.07.2008   | United Arab Emirates | 23.564
01.07.2008   | Venezuela            | 23.564
01.07.2009   | Algeria              | 31.221
01.07.2009   | Angola               | 31.221
01.07.2009   | Congo                | 31.221
01.07.2009   | Equatorial Guinea    | 31.221
01.07.2009   | Gabon                | 31.221
01.07.2009   | IR Iran              | 31.221
01.07.2009   | Iraq                 | 31.221
01.07.2009   | Kuwait               | 31.221
01.07.2009   | Libya                | 31.221
01.07.2009   | Nigeria              | 31.221
01.07.2009   | United Arab Emirates | 31.221
01.07.2009   | Venezuela            | 31.221
01.07.2010   | Algeria              | 31.43
01.07.2010   | Angola               | 31.43
01.07.2010   | Congo                | 31.43
01.07.2010   | Equatorial Guinea    | 31.43
01.07.2010   | Gabon                | 31.43
01.07.2010   | IR Iran              | 31.43
01.07.2010   | Iraq                 | 31.43
01.07.2010   | Kuwait               | 31.43
01.07.2010   | Libya                | 31.43
01.07.2010   | Nigeria              | 31.43
01.07.2010   | United Arab Emirates | 31.43
01.07.2010   | Venezuela            | 31.43
01.07.2011   | Algeria              | 27.9385
01.07.2011   | Angola               | 27.9385
01.07.2011   | Congo                | 27.9385
01.07.2011   | Equatorial Guinea    | 27.9385
01.07.2011   | Gabon                | 27.9385
01.07.2011   | IR Iran              | 27.9385
01.07.2011   | Iraq                 | 27.9385
01.07.2011   | Kuwait               | 27.9385
01.07.2011   | Libya                | 27.9385
01.07.2011   | Nigeria              | 27.9385
01.07.2011   | United Arab Emirates | 27.9385
01.07.2011   | Venezuela            | 27.9385
01.07.2013   | Algeria              | 31.73
01.07.2013   | Angola               | 31.73
01.07.2013   | Congo                | 31.73
01.07.2013   | Equatorial Guinea    | 31.73
01.07.2013   | Gabon                | 31.73
01.07.2013   | IR Iran              | 31.73
01.07.2013   | Iraq                 | 31.73
01.07.2013   | Kuwait               | 31.73
01.07.2013   | Libya                | 31.73
01.07.2013   | Nigeria              | 31.73
01.07.2013   | United Arab Emirates | 31.73
01.07.2013   | Venezuela            | 31.73
01.07.2014   | Algeria              | 34.125
01.07.2014   | Angola               | 34.125
01.07.2014   | Congo                | 34.125
01.07.2014   | Equatorial Guinea    | 34.125
01.07.2014   | Gabon                | 34.125
01.07.2014   | IR Iran              | 34.125
01.07.2014   | Iraq                 | 34.125
01.07.2014   | Kuwait               | 34.125
01.07.2014   | Libya                | 34.125
01.07.2014   | Nigeria              | 34.125
01.07.2014   | United Arab Emirates | 34.125
01.07.2014   | Venezuela            | 34.125
01.07.2015   | Algeria              | 49.7284
01.07.2015   | Angola               | 49.7284
01.07.2015   | Congo                | 49.7284
01.07.2015   | Equatorial Guinea    | 49.7284
01.07.2015   | Gabon                | 49.7284
01.07.2015   | IR Iran              | 49.7284
01.07.2015   | Iraq                 | 49.7284
01.07.2015   | Kuwait               | 49.7284
01.07.2015   | Libya                | 49.7284
01.07.2015   | Nigeria              | 49.7284
01.07.2015   | United Arab Emirates | 49.7284
01.07.2015   | Venezuela            | 49.7284
01.07.2016   | Algeria              | 65.4961
01.07.2016   | Angola               | 65.4961
01.07.2016   | Congo                | 65.4961
01.07.2016   | Equatorial Guinea    | 65.4961
01.07.2016   | Gabon                | 65.4961
01.07.2016   | IR Iran              | 65.4961
01.07.2016   | Iraq                 | 65.4961
01.07.2016   | Kuwait               | 65.4961
01.07.2016   | Libya                | 65.4961
01.07.2016   | Nigeria              | 65.4961
01.07.2016   | United Arab Emirates | 65.4961
01.07.2016   | Venezuela            | 65.4961
01.07.2019   | Algeria              | 65.2236
01.07.2019   | Angola               | 65.2236
01.07.2019   | Congo                | 65.2236
01.07.2019   | Equatorial Guinea    | 65.2236
01.07.2019   | Gabon                | 65.2236
01.07.2019   | IR Iran              | 65.2236
01.07.2019   | Iraq                 | 65.2236
01.07.2019   | Kuwait               | 65.2236
01.07.2019   | Libya                | 65.2236
01.07.2019   | Nigeria              | 65.2236
01.07.2019   | United Arab Emirates | 65.2236
01.07.2019   | Venezuela            | 65.2236
01.07.2020   | Algeria              | 69.6567
01.07.2020   | Angola               | 69.6567
01.07.2020   | Congo                | 69.6567
01.07.2020   | Equatorial Guinea    | 69.6567
01.07.2020   | Gabon                | 69.6567
01.07.2020   | IR Iran              | 69.6567
01.07.2020   | Iraq                 | 69.6567
01.07.2020   | Kuwait               | 69.6567
01.07.2020   | Libya                | 69.6567
01.07.2020   | Nigeria              | 69.6567
01.07.2020   | United Arab Emirates | 69.6567
01.07.2020   | Venezuela            | 69.6567
01.07.2021   | Algeria              | 72.3227
01.07.2021   | Angola               | 72.3227
01.07.2021   | Congo                | 72.3227
01.07.2021   | Equatorial Guinea    | 72.3227
01.07.2021   | Gabon                | 72.3227
01.07.2021   | IR Iran              | 72.3227
01.07.2021   | Iraq                 | 72.3227
01.07.2021   | Kuwait               | 72.3227
01.07.2021   | Libya                | 72.3227
01.07.2021   | Nigeria              | 72.3227
01.07.2021   | United Arab Emirates | 72.3227
01.07.2021   | Venezuela            | 72.3227
01.07.2022   | Algeria              | 75.7408
01.07.2022   | Angola               | 75.7408
01.07.2022   | Congo                | 75.7408
01.07.2022   | Equatorial Guinea    | 75.7408
01.07.2022   | Gabon                | 75.7408
01.07.2022   | IR Iran              | 75.7408
01.07.2022   | Iraq                 | 75.7408
01.07.2022   | Kuwait               | 75.7408
01.07.2022   | Libya                | 75.7408
01.07.2022   | Nigeria              | 75.7408
01.07.2022   | United Arab Emirates | 75.7408
01.07.2022   | Venezuela            | 75.7408
01.08.2006   | Algeria              | 26.812
01.08.2006   | Angola               | 26.812
01.08.2006   | Congo                | 26.812
01.08.2006   | Equatorial Guinea    | 26.812
01.08.2006   | Gabon                | 26.812
01.08.2006   | IR Iran              | 26.812
01.08.2006   | Iraq                 | 26.812
01.08.2006   | Kuwait               | 26.812
01.08.2006   | Libya                | 26.812
01.08.2006   | Nigeria              | 26.812
01.08.2006   | United Arab Emirates | 26.812
01.08.2006   | Venezuela            | 26.812
01.08.2007   | Algeria              | 25.594
01.08.2007   | Angola               | 25.594
01.08.2007   | Congo                | 25.594
01.08.2007   | Equatorial Guinea    | 25.594
01.08.2007   | Gabon                | 25.594
01.08.2007   | IR Iran              | 25.594
01.08.2007   | Iraq                 | 25.594
01.08.2007   | Kuwait               | 25.594
01.08.2007   | Libya                | 25.594
01.08.2007   | Nigeria              | 25.594
01.08.2007   | United Arab Emirates | 25.594
01.08.2007   | Venezuela            | 25.594
01.08.2008   | Algeria              | 23.364
01.08.2008   | Angola               | 23.364
01.08.2008   | Congo                | 23.364
01.08.2008   | Equatorial Guinea    | 23.364
01.08.2008   | Gabon                | 23.364
01.08.2008   | IR Iran              | 23.364
01.08.2008   | Iraq                 | 23.364
01.08.2008   | Kuwait               | 23.364
01.08.2008   | Libya                | 23.364
01.08.2008   | Nigeria              | 23.364
01.08.2008   | United Arab Emirates | 23.364
01.08.2008   | Venezuela            | 23.364
01.08.2011   | Algeria              | 32.1176
01.08.2011   | Angola               | 32.1176
01.08.2011   | Congo                | 32.1176
01.08.2011   | Equatorial Guinea    | 32.1176
01.08.2011   | Gabon                | 32.1176
01.08.2011   | IR Iran              | 32.1176
01.08.2011   | Iraq                 | 32.1176
01.08.2011   | Kuwait               | 32.1176
01.08.2011   | Libya                | 32.1176
01.08.2011   | Nigeria              | 32.1176
01.08.2011   | United Arab Emirates | 32.1176
01.08.2011   | Venezuela            | 32.1176
01.08.2012   | Algeria              | 32.463
01.08.2012   | Angola               | 32.463
01.08.2012   | Congo                | 32.463
01.08.2012   | Equatorial Guinea    | 32.463
01.08.2012   | Gabon                | 32.463
01.08.2012   | IR Iran              | 32.463
01.08.2012   | Iraq                 | 32.463
01.08.2012   | Kuwait               | 32.463
01.08.2012   | Libya                | 32.463
01.08.2012   | Nigeria              | 32.463
01.08.2012   | United Arab Emirates | 32.463
01.08.2012   | Venezuela            | 32.463
01.08.2013   | Algeria              | 30.25
01.08.2013   | Angola               | 30.25
01.08.2013   | Congo                | 30.25
01.08.2013   | Equatorial Guinea    | 30.25
01.08.2013   | Gabon                | 30.25
01.08.2013   | IR Iran              | 30.25
01.08.2013   | Iraq                 | 30.25
01.08.2013   | Kuwait               | 30.25
01.08.2013   | Libya                | 30.25
01.08.2013   | Nigeria              | 30.25
01.08.2013   | United Arab Emirates | 30.25
01.08.2013   | Venezuela            | 30.25
01.08.2014   | Algeria              | 33.717
01.08.2014   | Angola               | 33.717
01.08.2014   | Congo                | 33.717
01.08.2014   | Equatorial Guinea    | 33.717
01.08.2014   | Gabon                | 33.717
01.08.2014   | IR Iran              | 33.717
01.08.2014   | Iraq                 | 33.717
01.08.2014   | Kuwait               | 33.717
01.08.2014   | Libya                | 33.717
01.08.2014   | Nigeria              | 33.717
01.08.2014   | United Arab Emirates | 33.717
01.08.2014   | Venezuela            | 33.717
01.08.2016   | Algeria              | 65.2733
01.08.2016   | Angola               | 65.2733
01.08.2016   | Congo                | 65.2733
01.08.2016   | Equatorial Guinea    | 65.2733
01.08.2016   | Gabon                | 65.2733
01.08.2016   | IR Iran              | 65.2733
01.08.2016   | Iraq                 | 65.2733
01.08.2016   | Kuwait               | 65.2733
01.08.2016   | Libya                | 65.2733
01.08.2016   | Nigeria              | 65.2733
01.08.2016   | United Arab Emirates | 65.2733
01.08.2016   | Venezuela            | 65.2733
01.08.2017   | Algeria              | 59.2004
01.08.2017   | Angola               | 59.2004
01.08.2017   | Congo                | 59.2004
01.08.2017   | Equatorial Guinea    | 59.2004
01.08.2017   | Gabon                | 59.2004
01.08.2017   | IR Iran              | 59.2004
01.08.2017   | Iraq                 | 59.2004
01.08.2017   | Kuwait               | 59.2004
